InventoryID ,ProductID,OnShelfQuantity,WarehouseID
2495,1495,0,3
2496,1496,0,6
2497,1497,1,2
2498,1498,0,2
2499,1499,2,10
2500,1500,1,7
2501,1501,1,4
2502,1502,2,5
2503,1503,4,3
2504,1504,4,10
2505,1505,2,6
2506,1506,38,8
2507,1507,40,7
2508,1508,46,3
2509,1509,37,7
2510,1510,50,3
2511,1511,33,10
2512,1512,18,3
2513,1513,143,9
2514,1514,145,9
2515,1515,112,4
2516,1516,91,6
2517,1517,104,1
2518,1518,48,1
2519,1519,44,3
2520,1520,7,7
2521,1521,4,3
2522,1522,20,10
2523,1523,6,8
2524,1524,45,3
2525,1525,4,9
2526,1526,4,7
2527,1527,3,6
2528,1528,3,8
2529,1529,52,2
2530,1530,3,7
2531,1531,32,3
2532,1532,2,10
2533,1533,3,3
2534,1534,2,1
2535,1535,3,10
2536,1536,9,3
2537,1537,3,2
2538,1538,19,2
2539,1539,2,9
2540,1540,2,5
2541,1541,4,8
2542,1542,2,4
2543,1543,36,10
2544,1544,0,5
2545,1545,36,3
2546,1546,3,5
2547,1547,1,7
2548,1548,2,5
2549,1549,5,10
2550,1550,13,9
2551,1551,2,1
2552,1552,37,3
2553,1553,3,5
2554,1554,1,5
2555,1555,0,5
2556,1556,1,8
2557,1557,1,10
2558,1558,0,7
2559,1559,2,2
2560,1560,1,10
2561,1561,1,6
2562,1562,2,4
2563,1563,1,7
2564,1564,4,9
2565,1565,3,5
2566,1566,19,3
2567,1567,4,5
2568,1568,3,6
2569,1569,1,1
2570,1570,0,10
2571,1571,13,10
2572,1572,1,9
2573,1573,73,5
2574,1574,2,1
2575,1575,0,6
2576,1576,0,3
2577,1577,7,3
2578,1578,1,4
2579,1579,30,4
2580,1580,2,8
2581,1581,16,7
2582,1582,47,2
2583,1583,3,8
2584,1584,3,5
2585,1585,29,2
2586,1586,2,8
2587,1587,43,8
2588,1588,2,9
2589,1589,2,10
2590,1590,1,2
2591,1591,0,10
2592,1592,0,10
2593,1593,1,8
2594,1594,4,6
2595,1595,3,10
2596,1596,2,3
2597,1597,7,1
2598,1598,9,4
2599,1599,32,4
2600,1600,8,7
2601,1601,37,1
2602,1602,14,7
2603,1603,3,1
2604,1604,1,2
2605,1605,0,5
2606,1606,37,3
2607,1607,2,8
2608,1608,49,7
2609,1609,7,5
2610,1610,1,1
2611,1611,1,7
2612,1612,0,4
2613,1613,9,10
2614,1614,0,9
2615,1615,3,1
2616,1616,2,6
2617,1617,2,6
2618,1618,2,8
2619,1619,4,5
2620,1620,1,1
2621,1621,1,7
2622,1622,2,1
2623,1623,1,1
2624,1624,1,1
2625,1625,10,8
2626,1626,5,9
2627,1627,4,2
2628,1628,6,6
2629,1629,18,1
2630,1630,7,2
2631,1631,6,10
2632,1632,1,10
2633,1633,1,10
2634,1634,3,7
2635,1635,2,7
2636,1636,4,10
2637,1637,2,2
2638,1638,2,2
2639,1639,3,4
2640,1640,4,6
2641,1641,18,3
2642,1642,3,8
2643,1643,22,6
2644,1644,2,2
2645,1645,1,8
2646,1646,2,4
2647,1647,0,9
2648,1648,0,1
2649,1649,1,5
2650,1650,2,1
2651,1651,1,1
2652,1652,0,10
2653,1653,1,8
2654,1654,0,6
2655,1655,2,4
2656,1656,1,3
2657,1657,0,4
2658,1658,0,4
2659,1659,0,9
2660,1660,4,2
2661,1661,3,8
2662,1662,5,8
2663,1663,8,4
2664,1664,7,8
2665,1665,2,8
2666,1666,5,4
2667,1667,2,2
2668,1668,2,3
2669,1669,6,10
2670,1670,0,2
2671,1671,8,5
2672,1672,1,9
2673,1673,0,8
2674,1674,0,6
2675,1675,2,6
2676,1676,2,6
2677,1677,5,6
2678,1678,6,8
2679,1679,2,8
2680,1680,2,1
2681,1681,0,4
2682,1682,9,4
2683,1683,1,6
2684,1684,19,8
2685,1685,5,1
2686,1686,0,3
2687,1687,2,3
2688,1688,2,1
2689,1689,3,1
2690,1690,2,6
2691,1691,0,6
2692,1692,3,10
2693,1693,1,6
2694,1694,10,9
2695,1695,68,4
2696,1696,37,5
2697,1697,12,8
2698,1698,37,3
2699,1699,23,9
2700,1700,4,3
2701,1701,1,5
2702,1702,2,2
2703,1703,16,8
2704,1704,1,2
2705,1705,52,3
2706,1706,1,5
2707,1707,3,9
2708,1708,1,6
2709,1709,0,10
2710,1710,3,8
2711,1711,5,9
2712,1712,1,7
2713,1713,1,5
2714,1714,2,8
2715,1715,2,8
2716,1716,2,5
2717,1717,1,2
2718,1718,3,6
2719,1719,0,2
2720,1720,4,1
2721,1721,2,7
2722,1722,1,7
2723,1723,5,4
2724,1724,12,9
2725,1725,5,7
2726,1726,28,8
2727,1727,3,6
2728,1728,2,9
2729,1729,71,10
2730,1730,50,3
2731,1731,20,2
2732,1732,20,2
2733,1733,11,1
2734,1734,9,8
2735,1735,9,2
2736,1736,1,7
2737,1737,3,4
2738,1738,5,9
2739,1739,6,9
2740,1740,33,4
2741,1741,2,9
2742,1742,3,6
2743,1743,2,2
2744,1744,2,7
2745,1745,5,3
2746,1746,2,8
2747,1747,29,1
2748,1748,4,6
2749,1749,14,6
2750,1750,21,5
2751,1751,27,9
2752,1752,3,1
2753,1753,49,7
2754,1754,4,10
2755,1755,7,5
2756,1756,5,8
2757,1757,2,7
2758,1758,2,5
2759,1759,2,7
2760,1760,2,8
2761,1761,4,3
2762,1762,4,8
2763,1763,4,6
2764,1764,4,9
2765,1765,4,9
2766,1766,3,6
2767,1767,3,6
2768,1768,4,2
2769,1769,3,3
2770,1770,6,8
2771,1771,3,10
2772,1772,2,3
2773,1773,5,8
2774,1774,2,10
2775,1775,17,4
2776,1776,7,1
2777,1777,4,1
2778,1778,2,1
2779,1779,0,4
2780,1780,4,8
2781,1781,2,6
2782,1782,2,3
2783,1783,2,9
2784,1784,3,3
2785,1785,1,6
2786,1786,1,2
2787,1787,3,4
2788,1788,2,10
2789,1789,5,5
2790,1790,4,9
2791,1791,7,2
2792,1792,2,7
2793,1793,2,8
2794,1794,5,4
2795,1795,4,7
2796,1796,7,3
2797,1797,6,10
2798,1798,3,7
2799,1799,14,4
2800,1800,20,10
2801,1801,33,5
2802,1802,35,4
2803,1803,13,5
2804,1804,1,5
2805,1805,10,6
2806,1806,2,2
2807,1807,5,1
2808,1808,9,1
2809,1809,2,3
2810,1810,35,10
2811,1811,3,8
2812,1812,9,10
2813,1813,26,9
2814,1814,43,7
2815,1815,49,3
2816,1816,12,2
2817,1817,25,10
2818,1818,19,9
2819,1819,32,1
2820,1820,3,5
2821,1821,2,4
2822,1822,3,7
2823,1823,5,2
2824,1824,6,6
2825,1825,7,8
2826,1826,4,2
2827,1827,11,5
2828,1828,14,2
2829,1829,6,2
2830,1830,17,6
2831,1831,8,2
2832,1832,24,9
2833,1833,3,6
2834,1834,9,7
2835,1835,22,1
2836,1836,33,7
2837,1837,5,1
2838,1838,34,2
2839,1839,6,6
2840,1840,3,2
2841,1841,3,6
2842,1842,3,9
2843,1843,20,6
2844,1844,2,3
2845,1845,32,6
2846,1846,9,4
2847,1847,7,8
2848,1848,8,6
2849,1849,4,3
2850,1850,3,4
2851,1851,4,3
2852,1852,13,6
2853,1853,3,2
2854,1854,10,3
2855,1855,15,10
2856,1856,22,7
2857,1857,40,9
2858,1858,28,10
2859,1859,1,5
2860,1860,22,1
2861,1861,31,1
2862,1862,20,4
2863,1863,8,10
2864,1864,23,7
2865,1865,17,10
2866,1866,16,7
2867,1867,24,2
2868,1868,18,1
2869,1869,20,8
2870,1870,12,3
2871,1871,64,7
2872,1872,72,10
2873,1873,66,10
2874,1874,82,9
2875,1875,54,9
2876,1876,19,7
2877,1877,27,10
2878,1878,18,1
2879,1879,28,4
2880,1880,16,5
2881,1881,23,1
2882,1882,30,10
2883,1883,28,3
2884,1884,25,4
2885,1885,16,3
2886,1886,30,7
2887,1887,9,10
2888,1888,54,4
2889,1889,46,4
2890,1890,62,10
2891,1891,51,5
2892,1892,45,4
2893,1893,42,7
2894,1894,41,10
2895,1895,30,8
2896,1896,25,3
2897,1897,49,6
2898,1898,31,8
2899,1899,48,9
2900,1900,36,1
2901,1901,22,2
2902,1902,32,8
2903,1903,147,8
2904,1904,61,3
2905,1905,79,4
2906,1906,39,1
2907,1907,34,5
2908,1908,39,3
2909,1909,3,8
2910,1910,38,10
2911,1911,34,8
2912,1912,41,7
2913,1913,32,3
2914,1914,35,9
2915,1915,49,4
2916,1916,50,7
2917,1917,63,6
2918,1918,67,8
2919,1919,67,4
2920,1920,60,10
2921,1921,68,7
2922,1922,53,10
2923,1923,51,4
2924,1924,152,7
2925,1925,84,9
2926,1926,31,6
2927,1927,148,7
2928,1928,24,2
2929,1929,26,2
2930,1930,16,8
2931,1931,34,7
2932,1932,30,4
2933,1933,18,2
2934,1934,30,9
2935,1935,24,10
2936,1936,13,5
2937,1937,21,5
2938,1938,31,2
2939,1939,8,8
2940,1940,12,1
2941,1941,33,5
2942,1942,10,10
2943,1943,41,5
2944,1944,48,10
2945,1945,31,6
2946,1946,111,10
2947,1947,48,10
2948,1948,88,7
2949,1949,75,4
2950,1950,36,10
2951,1951,6,6
2952,1952,5,7
2953,1953,6,4
2954,1954,8,4
2955,1955,52,3
2956,1956,6,8
2957,1957,7,3
2958,1958,20,9
2959,1959,37,7
2960,1960,26,4
2961,1961,44,6
2962,1962,52,5
2963,1963,49,7
2964,1964,47,6
2965,1965,5,6
2966,1966,3,2
2967,1967,7,7
2968,1968,3,9
2969,1969,4,6
2970,1970,6,5
2971,1971,4,6
2972,1972,6,7
2973,1973,2,10
2974,1974,6,3
2975,1975,4,3
2976,1976,22,1
2977,1977,4,7
2978,1978,8,1
2979,1979,5,4
2980,1980,0,10
2981,1981,3,1
2982,1982,7,2
2983,1983,1,2
2984,1984,17,10
2985,1985,8,7
2986,1986,7,1
2987,1987,14,8
2988,1988,23,1
2989,1989,5,5
2990,1990,6,8
2991,1991,8,5
2992,1992,3,1
2993,1993,6,9
2994,1994,6,9
2995,1995,7,7
2996,1996,4,1
2997,1997,41,9
2998,1998,0,9
2999,1999,10,4
3000,2000,21,9
3001,2001,21,1
3002,2002,30,10
3003,2003,24,3
3004,2004,50,9
3005,2005,30,5
3006,2006,51,2
3007,2007,3,2
3008,2008,3,3
3009,2009,26,1
3010,2010,0,4
3011,2011,33,9
3012,2012,7,2
3013,2013,24,6
3014,2014,2,10
3015,2015,5,3
3016,2016,3,7
3017,2017,4,3
3018,2018,31,6
3019,2019,8,7
3020,2020,7,6
3021,2021,4,5
3022,2022,4,5
3023,2023,7,9
3024,2024,5,10
3025,2025,22,9
3026,2026,22,3
3027,2027,6,10
3028,2028,16,7
3029,2029,14,1
3030,2030,27,1
3031,2031,10,7
3032,2032,22,8
3033,2033,11,1
3034,2034,10,1
3035,2035,40,2
3036,2036,31,4
3037,2037,34,8
3038,2038,42,9
3039,2039,42,8
3040,2040,36,5
3041,2041,47,6
3042,2042,28,6
3043,2043,16,1
3044,2044,29,5
3045,2045,43,7
3046,2046,24,10
3047,2047,37,1
3048,2048,38,10
3049,2049,0,10
3050,2050,7,8
3051,2051,6,2
3052,2052,4,9
3053,2053,15,6
3054,2054,6,2
3055,2055,8,6
3056,2056,26,10
3057,2057,34,1
3058,2058,46,1
3059,2059,43,4
3060,2060,47,4
3061,2061,32,6
3062,2062,29,3
3063,2063,9,8
3064,2064,8,7
3065,2065,17,3
3066,2066,10,8
3067,2067,52,3
3068,2068,4,3
3069,2069,28,5
3070,2070,7,8
3071,2071,4,8
3072,2072,23,9
3073,2073,7,2
3074,2074,42,5
3075,2075,23,6
3076,2076,35,9
3077,2077,1,3
3078,2078,2,3
3079,2079,2,8
3080,2080,2,5
3081,2081,9,7
3082,2082,6,6
3083,2083,6,2
3084,2084,5,5
3085,2085,6,8
3086,2086,15,10
3087,2087,10,7
3088,2088,21,8
3089,2089,20,8
3090,2090,6,1
3091,2091,0,9
3092,2092,2,1
3093,2093,1,1
3094,2094,1,8
3095,2095,1,10
3096,2096,1,9
3097,2097,1,6
3098,2098,0,2
3099,2099,0,5
3100,2100,1,10
3101,2101,1,10
3102,2102,0,8
3103,2103,2,9
3104,2104,1,4
3105,2105,2,6
3106,2106,0,10
3107,2107,2,4
3108,2108,1,3
3109,2109,2,9
3110,2110,0,7
3111,2111,0,8
3112,2112,4,9
3113,2113,2,2
3114,2114,1,7
3115,2115,0,3
3116,2116,2,8
3117,2117,2,3
3118,2118,1,3
3119,2119,0,5
3120,2120,1,2
3121,2121,2,4
3122,2122,1,2
3123,2123,3,8
3124,2124,0,2
3125,2125,6,5
3126,2126,31,5
3127,2127,78,2
3128,2128,9,7
3129,2129,72,5
3130,2130,57,10
3131,2131,52,1
3132,2132,1,4
3133,2133,1,4
3134,2134,9,1
3135,2135,1,6
3136,2136,26,4
3137,2137,5,9
3138,2138,9,10
3139,2139,8,8
3140,2140,15,5
3141,2141,42,2
3142,2142,13,5
3143,2143,29,3
3144,2144,32,5
3145,2145,55,2
3146,2146,119,7
3147,2147,178,4
3148,2148,207,5
3149,2149,103,8
3150,2150,144,9
3151,2151,71,1
3152,2152,34,9
3153,2153,86,3
3154,2154,164,2
3155,2155,155,10
3156,2156,46,1
3157,2157,97,5
3158,2158,14,9
3159,2159,52,9
3160,2160,57,10
3161,2161,56,1
3162,2162,40,9
3163,2163,13,4
3164,2164,30,10
3165,2165,22,4
3166,2166,27,1
3167,2167,10,9
3168,2168,7,3
3169,2169,45,3
3170,2170,4,6
3171,2171,23,1
3172,2172,5,7
3173,2173,2,4
3174,2174,2,3
3175,2175,2,5
3176,2176,5,9
3177,2177,1,5
3178,2178,1,8
3179,2179,1,9
3180,2180,3,6
3181,2181,80,8
3182,2182,79,4
3183,2183,111,10
3184,2184,86,1
3185,2185,80,8
3186,2186,10,3
3187,2187,38,6
3188,2188,3,5
3189,2189,3,3
3190,2190,2,3
3191,2191,2,8
3192,2192,3,4
3193,2193,2,1
3194,2194,0,4
3195,2195,1,7
3196,2196,1,8
3197,2197,2,5
3198,2198,2,2
3199,2199,3,1
3200,2200,2,3
3201,2201,1,7
3202,2202,2,10
3203,2203,1,2
3204,2204,2,7
3205,2205,5,6
3206,2206,2,8
3207,2207,1,5
3208,2208,4,4
3209,2209,4,7
3210,2210,6,3
3211,2211,11,4
3212,2212,3,10
3213,2213,6,8
3214,2214,2,4
3215,2215,4,2
3216,2216,3,4
3217,2217,3,9
3218,2218,11,9
3219,2219,4,10
3220,2220,2,3
3221,2221,0,9
3222,2222,3,6
3223,2223,3,1
3224,2224,5,6
3225,2225,3,1
3226,2226,2,1
3227,2227,3,10
3228,2228,1,6
3229,2229,4,2
3230,2230,2,2
3231,2231,4,1
3232,2232,1,10
3233,2233,2,5
3234,2234,2,3
3235,2235,2,9
3236,2236,2,2
3237,2237,4,3
3238,2238,6,9
3239,2239,2,3
3240,2240,5,3
3241,2241,2,3
3242,2242,7,8
3243,2243,3,10
3244,2244,3,3
3245,2245,5,8
3246,2246,4,10
3247,2247,4,4
3248,2248,2,10
3249,2249,2,2
3250,2250,1,5
3251,2251,1,1
3252,2252,6,7
3253,2253,2,9
3254,2254,2,7
3255,2255,1,5
3256,2256,60,1
3257,2257,71,8
3258,2258,45,2
3259,2259,50,5
3260,2260,40,2
3261,2261,36,10
3262,2262,2,7
3263,2263,2,8
3264,2264,2,6
3265,2265,1,6
3266,2266,1,9
3267,2267,2,2
3268,2268,2,8
3269,2269,3,5
3270,2270,6,6
3271,2271,2,8
3272,2272,2,6
3273,2273,3,10
3274,2274,4,4
3275,2275,3,4
3276,2276,4,7
3277,2277,0,6
3278,2278,0,10
3279,2279,3,5
3280,2280,1,9
3281,2281,2,2
3282,2282,1,4
3283,2283,155,4
3284,2284,240,3
3285,2285,145,10
3286,2286,150,5
3287,2287,95,7
3288,2288,148,2
3289,2289,180,1
3290,2290,2,10
3291,2291,2,6
3292,2292,2,8
3293,2293,2,1
3294,2294,1,9
3295,2295,3,2
3296,2296,2,8
3297,2297,0,5
3298,2298,2,10
3299,2299,0,10
3300,2300,0,2
3301,2301,2,8
3302,2302,0,6
3303,2303,0,3
3304,2304,1,1
3305,2305,0,3
3306,2306,1,9
3307,2307,2,10
3308,2308,1,6
3309,2309,4,9
3310,2310,2,7
3311,2311,1,1
3312,2312,2,6
3313,2313,3,1
3314,2314,2,1
3315,2315,2,10
3316,2316,3,1
3317,2317,0,5
3318,2318,3,8
3319,2319,5,7
3320,2320,15,2
3321,2321,5,3
3322,2322,22,7
3323,2323,4,10
3324,2324,7,3
3325,2325,5,1
3326,2326,1,7
3327,2327,4,7
3328,2328,3,5
3329,2329,2,10
3330,2330,2,9
3331,2331,8,5
3332,2332,2,10
3333,2333,4,1
3334,2334,3,8
3335,2335,2,2
3336,2336,35,2
3337,2337,2,3
3338,2338,2,6
3339,2339,2,3
3340,2340,4,1
3341,2341,14,3
3342,2342,3,4
3343,2343,21,4
3344,2344,4,2
3345,2345,3,4
3346,2346,4,1
3347,2347,2,4
3348,2348,3,3
3349,2349,2,1
3350,2350,2,1
3351,2351,2,10
3352,2352,5,6
3353,2353,3,3
3354,2354,3,6
3355,2355,4,6
3356,2356,3,9
3357,2357,2,7
3358,2358,2,10
3359,2359,1,5
3360,2360,3,6
3361,2361,6,2
3362,2362,2,9
3363,2363,2,5
3364,2364,3,8
3365,2365,6,8
3366,2366,3,7
3367,2367,1,4
3368,2368,1,7
3369,2369,0,6
3370,2370,1,8
3371,2371,1,3
3372,2372,2,1
3373,2373,1,7
3374,2374,3,5
3375,2375,2,7
3376,2376,2,1
3377,2377,2,10
3378,2378,3,10
3379,2379,4,4
3380,2380,2,6
3381,2381,2,8
3382,2382,1,6
3383,2383,2,3
3384,2384,2,7
3385,2385,2,2
3386,2386,2,2
3387,2387,1,6
3388,2388,2,2
3389,2389,1,4
3390,2390,2,6
3391,2391,2,5
3392,2392,2,6
3393,2393,0,6
3394,2394,4,10
3395,2395,2,5
3396,2396,5,10
3397,2397,4,8
3398,2398,3,6
3399,2399,2,6
3400,2400,4,3
3401,2401,2,9
3402,2402,3,7
3403,2403,2,10
3404,2404,2,5
3405,2405,1,9
3406,2406,0,6
3407,2407,0,2
3408,2408,0,2
3409,2409,0,4
3410,2410,1,10
3411,2411,0,2
3412,2412,0,8
3413,2413,0,8
3414,2414,0,7
3415,2415,2,4
3416,2416,26,9
3417,2417,24,10
3418,2418,6,3
3419,2419,7,7
3420,2420,6,4
3421,2421,8,4
3422,2422,6,2
3423,2423,3,9
3424,2424,5,7
3425,2425,24,10
3426,2426,23,4
3427,2427,57,10
3428,2428,64,7
3429,2429,50,4
3430,2430,51,1
3431,2431,52,7
3432,2432,60,7
3433,2433,27,5
3434,2434,0,7
3435,2435,3,10
3436,2436,2,9
3437,2437,3,7
3438,2438,1,1
3439,2439,4,1
3440,2440,2,8
3441,2441,28,7
3442,2442,29,7
3443,2443,5,7
3444,2444,78,10
3445,2445,42,10
3446,2446,65,4
3447,2447,36,4
3448,2448,22,6
3449,2449,22,3
3450,2450,5,2
3451,2451,2,8
3452,2452,44,9
3453,2453,15,9
3454,2454,42,7
3455,2455,11,10
3456,2456,13,3
3457,2457,28,9
3458,2458,13,8
3459,2459,122,9
3460,2460,3,1
3461,2461,6,4
3462,2462,26,6
3463,2463,41,7
3464,2464,54,1
3465,2465,50,8
3466,2466,27,10
3467,2467,63,6
3468,2468,48,1
3469,2469,60,9
3470,2470,69,9
3471,2471,58,3
3472,2472,75,10
3473,2473,21,9
3474,2474,46,6
3475,2475,15,10
3476,2476,145,10
3477,2477,224,4
3478,2478,245,7
3479,2479,116,6
3480,2480,146,5
3481,2481,37,10
3482,2482,52,1
3483,2483,5,4
3484,2484,12,4
3485,2485,100,6
3486,2486,17,9
3487,2487,46,10
3488,2488,20,8
3489,2489,10,8
3490,2490,86,1
3491,2491,40,7
3492,2492,12,9
3493,2493,21,1
3494,2494,49,8
3495,2495,24,8
3496,2496,18,10
3497,2497,193,5
3498,2498,198,4
3499,2499,441,3
3500,2500,31,10
3501,2501,77,4
3502,2502,166,5
3503,2503,329,2
3504,2504,70,9
3505,2505,182,10
3506,2506,151,4
3507,2507,92,6
3508,2508,116,10
3509,2509,61,8
3510,2510,49,2
3511,2511,83,3
3512,2512,153,7
3513,2513,108,10
3514,2514,74,10
3515,2515,131,1
3516,2516,49,9
3517,2517,7,9
3518,2518,234,2
3519,2519,154,2
3520,2520,139,5
3521,2521,145,6
3522,2522,131,3
3523,2523,177,4
3524,2524,157,4
3525,2525,4,1
3526,2526,1,4
3527,2527,2,10
3528,2528,8,5
3529,2529,0,9
3530,2530,25,1
3531,2531,32,7
3532,2532,6,6
3533,2533,2,5
3534,2534,2,10
3535,2535,5,10
3536,2536,3,4
3537,2537,28,9
3538,2538,29,2
3539,2539,1,8
3540,2540,1,9
3541,2541,2,8
3542,2542,6,2
3543,2543,3,5
3544,2544,11,7
3545,2545,26,1
3546,2546,7,7
3547,2547,4,5
3548,2548,4,2
3549,2549,28,2
3550,2550,4,8
3551,2551,45,6
3552,2552,34,1
3553,2553,111,3
3554,2554,232,6
3555,2555,95,6
3556,2556,64,7
3557,2557,77,5
3558,2558,11,9
3559,2559,27,1
3560,2560,2,7
3561,2561,2,9
3562,2562,2,3
3563,2563,3,6
3564,2564,1,2
3565,2565,15,7
3566,2566,10,3
3567,2567,24,6
3568,2568,99,3
3569,2569,30,5
3570,2570,13,3
3571,2571,20,8
3572,2572,23,4
3573,2573,18,1
3574,2574,22,4
3575,2575,54,7
3576,2576,30,5
3577,2577,15,3
3578,2578,26,6
3579,2579,85,3
3580,2580,91,3
3581,2581,129,4
3582,2582,35,3
3583,2583,9,1
3584,2584,66,1
3585,2585,77,6
3586,2586,37,5
3587,2587,81,10
3588,2588,26,8
3589,2589,1,8
3590,2590,26,6
3591,2591,33,2
3592,2592,33,5
3593,2593,30,2
3594,2594,6,5
3595,2595,3,1
3596,2596,5,6
3597,2597,7,1
3598,2598,2,7
3599,2599,37,8
3600,2600,33,1
3601,2601,23,3
3602,2602,32,4
3603,2603,45,6
3604,2604,37,3
3605,2605,32,3
3606,2606,46,5
3607,2607,55,10
3608,2608,35,8
3609,2609,3,5
3610,2610,2,6
3611,2611,2,10
3612,2612,3,1
3613,2613,6,2
3614,2614,11,8
3615,2615,20,5
3616,2616,31,4
3617,2617,25,4
3618,2618,39,9
3619,2619,32,5
3620,2620,26,9
3621,2621,22,9
3622,2622,26,10
3623,2623,5,5
3624,2624,4,1
3625,2625,24,7
3626,2626,3,7
3627,2627,41,7
3628,2628,21,10
3629,2629,8,7
3630,2630,3,10
3631,2631,2,9
3632,2632,11,5
3633,2633,5,5
3634,2634,23,5
3635,2635,5,2
3636,2636,7,7
3637,2637,35,2
3638,2638,47,9
3639,2639,34,3
3640,2640,22,9
3641,2641,37,3
3642,2642,37,6
3643,2643,19,10
3644,2644,1,6
3645,2645,0,6
3646,2646,7,2
3647,2647,9,5
3648,2648,5,10
3649,2649,3,1
3650,2650,2,2
3651,2651,7,9
3652,2652,3,7
3653,2653,23,4
3654,2654,0,10
3655,2655,25,3
3656,2656,1,2
3657,2657,2,1
3658,2658,1,3
3659,2659,1,6
3660,2660,3,6
3661,2661,2,5
3662,2662,3,5
3663,2663,0,10
3664,2664,2,7
3665,2665,3,7
3666,2666,7,8
3667,2667,14,2
3668,2668,12,10
3669,2669,19,6
3670,2670,2,5
3671,2671,24,1
3672,2672,29,1
3673,2673,16,2
3674,2674,27,2
3675,2675,12,9
3676,2676,33,7
3677,2677,14,7
3678,2678,19,7
3679,2679,47,1
3680,2680,91,10
3681,2681,32,7
3682,2682,31,1
3683,2683,28,3
3684,2684,29,9
3685,2685,21,3
3686,2686,10,10
3687,2687,4,5
3688,2688,18,8
3689,2689,13,6
3690,2690,28,10
3691,2691,20,10
3692,2692,22,7
3693,2693,10,8
3694,2694,5,2
3695,2695,13,7
3696,2696,24,7
3697,2697,30,9
3698,2698,39,2
3699,2699,20,6
3700,2700,0,1
3701,2701,0,10
3702,2702,3,7
3703,2703,0,7
3704,2704,6,6
3705,2705,1,2
3706,2706,2,4
3707,2707,32,5
3708,2708,28,10
3709,2709,38,2
3710,2710,36,6
3711,2711,29,5
3712,2712,39,5
3713,2713,31,2
3714,2714,27,7
3715,2715,24,9
3716,2716,23,2
3717,2717,30,2
3718,2718,37,10
3719,2719,34,1
3720,2720,25,4
3721,2721,3,1
3722,2722,3,2
3723,2723,15,8
3724,2724,1,3
3725,2725,30,10
3726,2726,4,1
3727,2727,2,10
3728,2728,1,8
3729,2729,2,3
3730,2730,11,3
3731,2731,1,10
3732,2732,20,5
3733,2733,10,7
3734,2734,0,2
3735,2735,20,6
3736,2736,25,1
3737,2737,31,10
3738,2738,30,3
3739,2739,21,10
3740,2740,34,10
3741,2741,28,9
3742,2742,2,9
3743,2743,0,9
3744,2744,1,5
3745,2745,2,4
3746,2746,1,1
3747,2747,3,3
3748,2748,2,8
3749,2749,1,5
3750,2750,4,10
3751,2751,6,3
3752,2752,1,2
3753,2753,4,6
3754,2754,7,1
3755,2755,2,1
3756,2756,2,5
3757,2757,6,10
3758,2758,26,5
3759,2759,7,3
3760,2760,21,6
3761,2761,16,4
3762,2762,3,2
3763,2763,13,8
3764,2764,2,8
3765,2765,3,6
3766,2766,21,9
3767,2767,19,9
3768,2768,29,2
3769,2769,1,4
3770,2770,2,5
3771,2771,3,6
3772,2772,5,10
3773,2773,0,9
3774,2774,9,6
3775,2775,17,10
3776,2776,4,8
3777,2777,4,9
3778,2778,3,5
3779,2779,12,5
3780,2780,10,9
3781,2781,24,2
3782,2782,15,9
3783,2783,3,5
3784,2784,3,1
3785,2785,6,3
3786,2786,2,8
3787,2787,5,7
3788,2788,4,1
3789,2789,2,3
3790,2790,13,10
3791,2791,21,5
3792,2792,22,7
3793,2793,35,3
3794,2794,16,4
3795,2795,23,3
3796,2796,0,8
3797,2797,1,8
3798,2798,5,10
3799,2799,12,10
3800,2800,4,1
3801,2801,7,9
3802,2802,1,3
3803,2803,1,4
3804,2804,0,2
3805,2805,3,10
3806,2806,1,1
3807,2807,0,1
3808,2808,0,9
3809,2809,4,10
3810,2810,0,3
3811,2811,0,4
3812,2812,3,9
3813,2813,2,10
3814,2814,2,10
3815,2815,7,6
3816,2816,2,3
3817,2817,1,2
3818,2818,0,5
3819,2819,13,7
3820,2820,12,4
3821,2821,9,6
3822,2822,23,9
3823,2823,8,2
3824,2824,18,6
3825,2825,20,5
3826,2826,19,2
3827,2827,12,1
3828,2828,13,1
3829,2829,12,2
3830,2830,3,10
3831,2831,1,9
3832,2832,42,10
3833,2833,2,6
3834,2834,29,3
3835,2835,34,8
3836,2836,22,5
3837,2837,20,5
3838,2838,40,10
3839,2839,21,3
3840,2840,41,10
3841,2841,23,2
3842,2842,21,8
3843,2843,12,8
3844,2844,23,1
3845,2845,34,6
3846,2846,22,8
3847,2847,32,6
3848,2848,31,8
3849,2849,50,9
3850,2850,46,3
3851,2851,46,5
3852,2852,53,4
3853,2853,45,1
3854,2854,42,2
3855,2855,49,6
3856,2856,65,10
3857,2857,66,4
3858,2858,48,1
3859,2859,43,10
3860,2860,72,3
3861,2861,52,4
3862,2862,70,3
3863,2863,69,1
3864,2864,72,7
3865,2865,71,5
3866,2866,58,6
3867,2867,73,1
3868,2868,57,1
3869,2869,49,3
3870,2870,51,3
3871,2871,61,10
3872,2872,58,8
3873,2873,54,7
3874,2874,63,10
3875,2875,52,2
3876,2876,50,3
3877,2877,24,4
3878,2878,48,1
3879,2879,25,6
3880,2880,50,4
3881,2881,25,5
3882,2882,50,8
3883,2883,20,8
3884,2884,20,5
3885,2885,20,6
3886,2886,20,6
3887,2887,24,1
3888,2888,20,1
3889,2889,20,10
3890,2890,45,10
3891,2891,56,9
