InventoryAltID,ProductID,OnShelfQuantity,WarehouseID,InventoryID
2226,1226,61,8,1226
2227,1227,52,4,1227
2228,1228,102,1,1228
2229,1229,60,7,1229
2230,1230,162,8,1230
2231,1231,34,3,1231
2232,1232,95,5,1232
2233,1233,186,4,1233
2234,1234,0,2,1234
2235,1235,2,5,1235
2236,1236,0,7,1236
2237,1237,1,4,1237
2238,1238,1,9,1238
2239,1239,3,4,1239
2240,1240,3,3,1240
2241,1241,2,2,1241
2242,1242,3,3,1242
2243,1243,3,3,1243
2244,1244,2,1,1244
2245,1245,4,2,1245
2246,1246,2,6,1246
2247,1247,2,5,1247
2248,1248,4,9,1248
2249,1249,3,2,1249
2250,1250,4,4,1250
2251,1251,2,7,1251
2252,1252,3,8,1252
2253,1253,4,7,1253
2254,1254,4,10,1254
2255,1255,2,3,1255
2256,1256,0,8,1256
2257,1257,2,3,1257
2258,1258,3,7,1258
2259,1259,3,6,1259
2260,1260,2,7,1260
2261,1261,2,2,1261
2262,1262,50,10,1262
2263,1263,25,4,1263
2264,1264,16,9,1264
2265,1265,60,7,1265
2266,1266,6,6,1266
2267,1267,37,9,1267
2268,1268,76,8,1268
2269,1269,14,9,1269
2270,1270,10,9,1270
2271,1271,58,1,1271
2272,1272,4,4,1272
2273,1273,34,1,1273
2274,1274,13,5,1274
2275,1275,3,10,1275
2276,1276,6,8,1276
2277,1277,29,3,1277
2278,1278,8,10,1278
2279,1279,8,6,1279
2280,1280,22,10,1280
2281,1281,33,5,1281
2282,1282,26,7,1282
2283,1283,1,1,1283
2284,1284,0,1,1284
2285,1285,0,2,1285
2286,1286,1,5,1286
2287,1287,4,9,1287
2288,1288,0,4,1288
2289,1289,0,5,1289
2290,1290,1,8,1290
2291,1291,2,7,1291
2292,1292,4,7,1292
2293,1293,2,8,1293
2294,1294,5,1,1294
2295,1295,3,5,1295
2296,1296,3,8,1296
2297,1297,3,5,1297
2298,1298,3,8,1298
2299,1299,3,3,1299
2300,1300,2,3,1300
2301,1301,3,1,1301
2302,1302,4,1,1302
2303,1303,4,8,1303
2304,1304,2,2,1304
2305,1305,1,8,1305
2306,1306,1,3,1306
2307,1307,1,1,1307
2308,1308,6,6,1308
2309,1309,3,5,1309
2310,1310,3,9,1310
2311,1311,2,6,1311
2312,1312,3,8,1312
2313,1313,3,2,1313
2314,1314,2,3,1314
2315,1315,3,5,1315
2316,1316,2,4,1316
2317,1317,3,3,1317
2318,1318,2,7,1318
2319,1319,2,3,1319
2320,1320,4,8,1320
2321,1321,3,6,1321
2322,1322,8,8,1322
2323,1323,3,3,1323
2324,1324,3,3,1324
2325,1325,4,5,1325
2326,1326,4,4,1326
2327,1327,2,1,1327
2328,1328,4,5,1328
2329,1329,2,5,1329
2330,1330,4,8,1330
2331,1331,3,4,1331
2332,1332,20,9,1332
2333,1333,8,10,1333
2334,1334,49,6,1334
2335,1335,7,6,1335
2336,1336,38,7,1336
2337,1337,40,9,1337
2338,1338,48,9,1338
2339,1339,3,8,1339
2340,1340,11,10,1340
2341,1341,24,10,1341
2342,1342,5,6,1342
2343,1343,38,5,1343
2344,1344,9,4,1344
2345,1345,12,10,1345
2346,1346,2,9,1346
2347,1347,3,2,1347
2348,1348,2,1,1348
2349,1349,0,5,1349
2350,1350,5,9,1350
2351,1351,2,9,1351
2352,1352,0,3,1352
2353,1353,6,5,1353
2354,1354,4,1,1354
2355,1355,6,2,1355
2356,1356,6,8,1356
2357,1357,8,8,1357
2358,1358,3,3,1358
2359,1359,4,2,1359
2360,1360,2,10,1360
2361,1361,0,10,1361
2362,1362,3,4,1362
2363,1363,2,9,1363
2364,1364,3,2,1364
2365,1365,4,10,1365
2366,1366,2,10,1366
2367,1367,1,10,1367
2368,1368,1,6,1368
2369,1369,2,6,1369
2370,1370,1,2,1370
2371,1371,3,9,1371
2372,1372,1,8,1372
2373,1373,2,8,1373
2374,1374,2,3,1374
2375,1375,7,2,1375
2376,1376,11,5,1376
2377,1377,5,2,1377
2378,1378,32,8,1378
2379,1379,0,4,1379
2380,1380,2,7,1380
2381,1381,2,8,1381
2382,1382,2,10,1382
2383,1383,2,7,1383
2384,1384,0,2,1384
2385,1385,3,10,1385
2386,1386,2,8,1386
2387,1387,0,6,1387
2388,1388,0,9,1388
2389,1389,1,2,1389
2390,1390,1,8,1390
2391,1391,0,7,1391
2392,1392,4,9,1392
2393,1393,0,10,1393
2394,1394,1,10,1394
2395,1395,1,6,1395
2396,1396,1,1,1396
2397,1397,3,1,1397
2398,1398,2,4,1398
2399,1399,3,6,1399
2400,1400,1,6,1400
2401,1401,1,3,1401
2402,1402,0,1,1402
2403,1403,1,4,1403
2404,1404,0,9,1404
2405,1405,0,1,1405
2406,1406,0,3,1406
2407,1407,0,8,1407
2408,1408,3,5,1408
2409,1409,3,8,1409
2410,1410,2,2,1410
2411,1411,13,9,1411
2412,1412,2,8,1412
2413,1413,30,1,1413
2414,1414,15,7,1414
2415,1415,1,4,1415
2416,1416,5,1,1416
2417,1417,2,5,1417
2418,1418,9,9,1418
2419,1419,9,9,1419
2420,1420,7,10,1420
2421,1421,21,5,1421
2422,1422,0,8,1422
2423,1423,0,1,1423
2424,1424,2,10,1424
2425,1425,0,5,1425
2426,1426,5,4,1426
2427,1427,0,1,1427
2428,1428,0,3,1428
2429,1429,2,7,1429
2430,1430,1,2,1430
2431,1431,7,2,1431
2432,1432,0,3,1432
2433,1433,17,6,1433
2434,1434,3,7,1434
2435,1435,0,3,1435
2436,1436,3,7,1436
2437,1437,3,6,1437
2438,1438,3,10,1438
2439,1439,3,6,1439
2440,1440,4,10,1440
2441,1441,4,4,1441
2442,1442,2,2,1442
2443,1443,2,7,1443
2444,1444,3,3,1444
2445,1445,25,7,1445
2446,1446,18,3,1446
2447,1447,0,4,1447
2448,1448,2,10,1448
2449,1449,3,9,1449
2450,1450,4,9,1450
2451,1451,3,7,1451
2452,1452,6,4,1452
2453,1453,21,7,1453
2454,1454,2,3,1454
2455,1455,2,10,1455
2456,1456,3,7,1456
2457,1457,1,10,1457
2458,1458,0,4,1458
2459,1459,1,10,1459
2460,1460,2,6,1460
2461,1461,2,3,1461
2462,1462,2,4,1462
2463,1463,2,7,1463
2464,1464,2,10,1464
2465,1465,2,9,1465
2466,1466,13,1,1466
2467,1467,2,6,1467
2468,1468,62,5,1468
2469,1469,20,9,1469
2470,1470,11,5,1470
2471,1471,9,10,1471
2472,1472,5,8,1472
2473,1473,51,8,1473
2474,1474,48,2,1474
2475,1475,9,8,1475
2476,1476,27,3,1476
2477,1477,4,1,1477
2478,1478,43,4,1478
2479,1479,73,5,1479
2480,1480,30,7,1480
2481,1481,78,6,1481
2482,1482,10,1,1482
2483,1483,33,8,1483
2484,1484,39,9,1484
2485,1485,3,4,1485
2486,1486,2,10,1486
2487,1487,4,9,1487
2488,1488,3,4,1488
2489,1489,28,8,1489
2490,1490,1,2,1490
2491,1491,0,3,1491
2492,1492,0,2,1492
2493,1493,0,7,1493
2494,1494,0,3,1494
2495,1495,0,3,1495
2496,1496,0,6,1496
2497,1497,1,2,1497
2498,1498,0,2,1498
2499,1499,2,10,1499
2500,1500,1,7,1500
2501,1501,1,4,1501
2502,1502,2,5,1502
2503,1503,4,3,1503
2504,1504,4,10,1504
2505,1505,2,6,1505
2506,1506,38,8,1506
2507,1507,40,7,1507
2508,1508,46,3,1508
2509,1509,37,7,1509
2510,1510,50,3,1510
2511,1511,33,10,1511
2512,1512,18,3,1512
2513,1513,143,9,1513
2514,1514,145,9,1514
2515,1515,112,4,1515
2516,1516,91,6,1516
2517,1517,104,1,1517
2518,1518,48,1,1518
2519,1519,44,3,1519
2520,1520,7,7,1520
2521,1521,4,3,1521
2522,1522,20,10,1522
2523,1523,6,8,1523
2524,1524,45,3,1524
2525,1525,4,9,1525
2526,1526,4,7,1526
2527,1527,3,6,1527
2528,1528,3,8,1528
2529,1529,52,2,1529
2530,1530,3,7,1530
2531,1531,32,3,1531
2532,1532,2,10,1532
2533,1533,3,3,1533
2534,1534,2,1,1534
2535,1535,3,10,1535
2536,1536,9,3,1536
2537,1537,3,2,1537
2538,1538,19,2,1538
2539,1539,2,9,1539
2540,1540,2,5,1540
2541,1541,4,8,1541
2542,1542,2,4,1542
2543,1543,36,10,1543
2544,1544,0,5,1544
2545,1545,36,3,1545
2546,1546,3,5,1546
2547,1547,1,7,1547
2548,1548,2,5,1548
2549,1549,5,10,1549
2550,1550,13,9,1550
2551,1551,2,1,1551
2552,1552,37,3,1552
2553,1553,3,5,1553
2554,1554,1,5,1554
2555,1555,0,5,1555
2556,1556,1,8,1556
2557,1557,1,10,1557
2558,1558,0,7,1558
2559,1559,2,2,1559
2560,1560,1,10,1560
2561,1561,1,6,1561
2562,1562,2,4,1562
2563,1563,1,7,1563
2564,1564,4,9,1564
2565,1565,3,5,1565
2566,1566,19,3,1566
2567,1567,4,5,1567
2568,1568,3,6,1568
2569,1569,1,1,1569
2570,1570,0,10,1570
2571,1571,13,10,1571
2572,1572,1,9,1572
2573,1573,73,5,1573
2574,1574,2,1,1574
2575,1575,0,6,1575
2576,1576,0,3,1576
2577,1577,7,3,1577
2578,1578,1,4,1578
2579,1579,30,4,1579
2580,1580,2,8,1580
2581,1581,16,7,1581
2582,1582,47,2,1582
2583,1583,3,8,1583
2584,1584,3,5,1584
2585,1585,29,2,1585
2586,1586,2,8,1586
2587,1587,43,8,1587
2588,1588,2,9,1588
2589,1589,2,10,1589
2590,1590,1,2,1590
2591,1591,0,10,1591
2592,1592,0,10,1592
2593,1593,1,8,1593
2594,1594,4,6,1594
2595,1595,3,10,1595
2596,1596,2,3,1596
2597,1597,7,1,1597
2598,1598,9,4,1598
2599,1599,32,4,1599
2600,1600,8,7,1600
2601,1601,37,1,1601
2602,1602,14,7,1602
2603,1603,3,1,1603
2604,1604,1,2,1604
2605,1605,0,5,1605
2606,1606,37,3,1606
2607,1607,2,8,1607
2608,1608,49,7,1608
2609,1609,7,5,1609
2610,1610,1,1,1610
2611,1611,1,7,1611
2612,1612,0,4,1612
2613,1613,9,10,1613
2614,1614,0,9,1614
2615,1615,3,1,1615
2616,1616,2,6,1616
2617,1617,2,6,1617
2618,1618,2,8,1618
2619,1619,4,5,1619
2620,1620,1,1,1620
2621,1621,1,7,1621
2622,1622,2,1,1622
2623,1623,1,1,1623
2624,1624,1,1,1624
2625,1625,10,8,1625
2626,1626,5,9,1626
2627,1627,4,2,1627
2628,1628,6,6,1628
2629,1629,18,1,1629
2630,1630,7,2,1630
2631,1631,6,10,1631
2632,1632,1,10,1632
2633,1633,1,10,1633
2634,1634,3,7,1634
2635,1635,2,7,1635
2636,1636,4,10,1636
2637,1637,2,2,1637
2638,1638,2,2,1638
2639,1639,3,4,1639
2640,1640,4,6,1640
2641,1641,18,3,1641
2642,1642,3,8,1642
2643,1643,22,6,1643
2644,1644,2,2,1644
2645,1645,1,8,1645
2646,1646,2,4,1646
2647,1647,0,9,1647
2648,1648,0,1,1648
2649,1649,1,5,1649
2650,1650,2,1,1650
2651,1651,1,1,1651
2652,1652,0,10,1652
2653,1653,1,8,1653
2654,1654,0,6,1654
2655,1655,2,4,1655
2656,1656,1,3,1656
2657,1657,0,4,1657
2658,1658,0,4,1658
2659,1659,0,9,1659
2660,1660,4,2,1660
2661,1661,3,8,1661
2662,1662,5,8,1662
2663,1663,8,4,1663
2664,1664,7,8,1664
2665,1665,2,8,1665
2666,1666,5,4,1666
2667,1667,2,2,1667
2668,1668,2,3,1668
2669,1669,6,10,1669
2670,1670,0,2,1670
2671,1671,8,5,1671
2672,1672,1,9,1672
2673,1673,0,8,1673
2674,1674,0,6,1674
2675,1675,2,6,1675
2676,1676,2,6,1676
2677,1677,5,6,1677
2678,1678,6,8,1678
2679,1679,2,8,1679
2680,1680,2,1,1680
2681,1681,0,4,1681
2682,1682,9,4,1682
2683,1683,1,6,1683
2684,1684,19,8,1684
2685,1685,5,1,1685
2686,1686,0,3,1686
2687,1687,2,3,1687
2688,1688,2,1,1688
2689,1689,3,1,1689
2690,1690,2,6,1690
2691,1691,0,6,1691
2692,1692,3,10,1692
2693,1693,1,6,1693
2694,1694,10,9,1694
2695,1695,68,4,1695
2696,1696,37,5,1696
2697,1697,12,8,1697
2698,1698,37,3,1698
2699,1699,23,9,1699
2700,1700,4,3,1700
2701,1701,1,5,1701
2702,1702,2,2,1702
2703,1703,16,8,1703
2704,1704,1,2,1704
2705,1705,52,3,1705
2706,1706,1,5,1706
2707,1707,3,9,1707
2708,1708,1,6,1708
2709,1709,0,10,1709
2710,1710,3,8,1710
2711,1711,5,9,1711
2712,1712,1,7,1712
2713,1713,1,5,1713
2714,1714,2,8,1714
2715,1715,2,8,1715
2716,1716,2,5,1716
2717,1717,1,2,1717
2718,1718,3,6,1718
2719,1719,0,2,1719
2720,1720,4,1,1720
2721,1721,2,7,1721
2722,1722,1,7,1722
2723,1723,5,4,1723
2724,1724,12,9,1724
2725,1725,5,7,1725
2726,1726,28,8,1726
2727,1727,3,6,1727
2728,1728,2,9,1728
2729,1729,71,10,1729
2730,1730,50,3,1730
2731,1731,20,2,1731
2732,1732,20,2,1732
2733,1733,11,1,1733
2734,1734,9,8,1734
2735,1735,9,2,1735
2736,1736,1,7,1736
2737,1737,3,4,1737
2738,1738,5,9,1738
2739,1739,6,9,1739
2740,1740,33,4,1740
2741,1741,2,9,1741
2742,1742,3,6,1742
2743,1743,2,2,1743
2744,1744,2,7,1744
2745,1745,5,3,1745
2746,1746,2,8,1746
2747,1747,29,1,1747
2748,1748,4,6,1748
2749,1749,14,6,1749
2750,1750,21,5,1750
2751,1751,27,9,1751
2752,1752,3,1,1752
2753,1753,49,7,1753
2754,1754,4,10,1754
2755,1755,7,5,1755
2756,1756,5,8,1756
2757,1757,2,7,1757
2758,1758,2,5,1758
2759,1759,2,7,1759
2760,1760,2,8,1760
2761,1761,4,3,1761
2762,1762,4,8,1762
2763,1763,4,6,1763
2764,1764,4,9,1764
2765,1765,4,9,1765
2766,1766,3,6,1766
2767,1767,3,6,1767
2768,1768,4,2,1768
2769,1769,3,3,1769
2770,1770,6,8,1770
2771,1771,3,10,1771
2772,1772,2,3,1772
2773,1773,5,8,1773
2774,1774,2,10,1774
2775,1775,17,4,1775
2776,1776,7,1,1776
2777,1777,4,1,1777
2778,1778,2,1,1778
2779,1779,0,4,1779
2780,1780,4,8,1780
2781,1781,2,6,1781
2782,1782,2,3,1782
2783,1783,2,9,1783
2784,1784,3,3,1784
2785,1785,1,6,1785
2786,1786,1,2,1786
2787,1787,3,4,1787
2788,1788,2,10,1788
2789,1789,5,5,1789
2790,1790,4,9,1790
2791,1791,7,2,1791
2792,1792,2,7,1792
2793,1793,2,8,1793
2794,1794,5,4,1794
2795,1795,4,7,1795
2796,1796,7,3,1796
2797,1797,6,10,1797
2798,1798,3,7,1798
2799,1799,14,4,1799
2800,1800,20,10,1800
2801,1801,33,5,1801
2802,1802,35,4,1802
2803,1803,13,5,1803
2804,1804,1,5,1804
2805,1805,10,6,1805
2806,1806,2,2,1806
2807,1807,5,1,1807
2808,1808,9,1,1808
2809,1809,2,3,1809
2810,1810,35,10,1810
2811,1811,3,8,1811
2812,1812,9,10,1812
2813,1813,26,9,1813
2814,1814,43,7,1814
2815,1815,49,3,1815
2816,1816,12,2,1816
2817,1817,25,10,1817
2818,1818,19,9,1818
2819,1819,32,1,1819
2820,1820,3,5,1820
2821,1821,2,4,1821
2822,1822,3,7,1822
2823,1823,5,2,1823
2824,1824,6,6,1824
2825,1825,7,8,1825
2826,1826,4,2,1826
2827,1827,11,5,1827
2828,1828,14,2,1828
2829,1829,6,2,1829
2830,1830,17,6,1830
2831,1831,8,2,1831
2832,1832,24,9,1832
2833,1833,3,6,1833
2834,1834,9,7,1834
2835,1835,22,1,1835
2836,1836,33,7,1836
2837,1837,5,1,1837
2838,1838,34,2,1838
2839,1839,6,6,1839
2840,1840,3,2,1840
2841,1841,3,6,1841
2842,1842,3,9,1842
2843,1843,20,6,1843
2844,1844,2,3,1844
2845,1845,32,6,1845
2846,1846,9,4,1846
2847,1847,7,8,1847
2848,1848,8,6,1848
2849,1849,4,3,1849
2850,1850,3,4,1850
2851,1851,4,3,1851
2852,1852,13,6,1852
2853,1853,3,2,1853
2854,1854,10,3,1854
2855,1855,15,10,1855
2856,1856,22,7,1856
2857,1857,40,9,1857
2858,1858,28,10,1858
2859,1859,1,5,1859
2860,1860,22,1,1860
2861,1861,31,1,1861
2862,1862,20,4,1862
2863,1863,8,10,1863
2864,1864,23,7,1864
2865,1865,17,10,1865
2866,1866,16,7,1866
2867,1867,24,2,1867
2868,1868,18,1,1868
2869,1869,20,8,1869
2870,1870,12,3,1870
2871,1871,64,7,1871
2872,1872,72,10,1872
2873,1873,66,10,1873
2874,1874,82,9,1874
2875,1875,54,9,1875
2876,1876,19,7,1876
2877,1877,27,10,1877
2878,1878,18,1,1878
2879,1879,28,4,1879
2880,1880,16,5,1880
2881,1881,23,1,1881
2882,1882,30,10,1882
2883,1883,28,3,1883
2884,1884,25,4,1884
2885,1885,16,3,1885
2886,1886,30,7,1886
2887,1887,9,10,1887
2888,1888,54,4,1888
2889,1889,46,4,1889
2890,1890,62,10,1890
2891,1891,51,5,1891
2892,1892,45,4,1892
2893,1893,42,7,1893
2894,1894,41,10,1894
2895,1895,30,8,1895
2896,1896,25,3,1896
2897,1897,49,6,1897
2898,1898,31,8,1898
2899,1899,48,9,1899
2900,1900,36,1,1900
2901,1901,22,2,1901
2902,1902,32,8,1902
2903,1903,147,8,1903
2904,1904,61,3,1904
2905,1905,79,4,1905
2906,1906,39,1,1906
2907,1907,34,5,1907
2908,1908,39,3,1908
2909,1909,3,8,1909
2910,1910,38,10,1910
2911,1911,34,8,1911
2912,1912,41,7,1912
2913,1913,32,3,1913
2914,1914,35,9,1914
2915,1915,49,4,1915
2916,1916,50,7,1916
2917,1917,63,6,1917
2918,1918,67,8,1918
2919,1919,67,4,1919
2920,1920,60,10,1920
2921,1921,68,7,1921
2922,1922,53,10,1922
2923,1923,51,4,1923
2924,1924,152,7,1924
2925,1925,84,9,1925
2926,1926,31,6,1926
2927,1927,148,7,1927
2928,1928,24,2,1928
2929,1929,26,2,1929
2930,1930,16,8,1930
2931,1931,34,7,1931
2932,1932,30,4,1932
2933,1933,18,2,1933
2934,1934,30,9,1934
2935,1935,24,10,1935
2936,1936,13,5,1936
2937,1937,21,5,1937
2938,1938,31,2,1938
2939,1939,8,8,1939
2940,1940,12,1,1940
2941,1941,33,5,1941
2942,1942,10,10,1942
2943,1943,41,5,1943
2944,1944,48,10,1944
2945,1945,31,6,1945
2946,1946,111,10,1946
2947,1947,48,10,1947
2948,1948,88,7,1948
2949,1949,75,4,1949
2950,1950,36,10,1950
2951,1951,6,6,1951
2952,1952,5,7,1952
2953,1953,6,4,1953
2954,1954,8,4,1954
2955,1955,52,3,1955
2956,1956,6,8,1956
2957,1957,7,3,1957
2958,1958,20,9,1958
2959,1959,37,7,1959
2960,1960,26,4,1960
2961,1961,44,6,1961
2962,1962,52,5,1962
2963,1963,49,7,1963
2964,1964,47,6,1964
2965,1965,5,6,1965
2966,1966,3,2,1966
2967,1967,7,7,1967
2968,1968,3,9,1968
2969,1969,4,6,1969
2970,1970,6,5,1970
2971,1971,4,6,1971
2972,1972,6,7,1972
2973,1973,2,10,1973
2974,1974,6,3,1974
2975,1975,4,3,1975
2976,1976,22,1,1976
2977,1977,4,7,1977
2978,1978,8,1,1978
2979,1979,5,4,1979
2980,1980,0,10,1980
2981,1981,3,1,1981
2982,1982,7,2,1982
2983,1983,1,2,1983
2984,1984,17,10,1984
2985,1985,8,7,1985
2986,1986,7,1,1986
2987,1987,14,8,1987
2988,1988,23,1,1988
2989,1989,5,5,1989
2990,1990,6,8,1990
2991,1991,8,5,1991
2992,1992,3,1,1992
2993,1993,6,9,1993
2994,1994,6,9,1994
2995,1995,7,7,1995
2996,1996,4,1,1996
2997,1997,41,9,1997
2998,1998,0,9,1998
2999,1999,10,4,1999
3000,2000,21,9,2000
3001,2001,21,1,2001
3002,2002,30,10,2002
3003,2003,24,3,2003
3004,2004,50,9,2004
3005,2005,30,5,2005
3006,2006,51,2,2006
3007,2007,3,2,2007
3008,2008,3,3,2008
3009,2009,26,1,2009
3010,2010,0,4,2010
3011,2011,33,9,2011
3012,2012,7,2,2012
3013,2013,24,6,2013
3014,2014,2,10,2014
3015,2015,5,3,2015
3016,2016,3,7,2016
3017,2017,4,3,2017
3018,2018,31,6,2018
3019,2019,8,7,2019
3020,2020,7,6,2020
3021,2021,4,5,2021
3022,2022,4,5,2022
3023,2023,7,9,2023
3024,2024,5,10,2024
3025,2025,22,9,2025
3026,2026,22,3,2026
3027,2027,6,10,2027
3028,2028,16,7,2028
3029,2029,14,1,2029
3030,2030,27,1,2030
3031,2031,10,7,2031
3032,2032,22,8,2032
3033,2033,11,1,2033
3034,2034,10,1,2034
3035,2035,40,2,2035
3036,2036,31,4,2036
3037,2037,34,8,2037
3038,2038,42,9,2038
3039,2039,42,8,2039
3040,2040,36,5,2040
3041,2041,47,6,2041
3042,2042,28,6,2042
3043,2043,16,1,2043
3044,2044,29,5,2044
3045,2045,43,7,2045
3046,2046,24,10,2046
3047,2047,37,1,2047
3048,2048,38,10,2048
3049,2049,0,10,2049
3050,2050,7,8,2050
3051,2051,6,2,2051
3052,2052,4,9,2052
3053,2053,15,6,2053
3054,2054,6,2,2054
3055,2055,8,6,2055
3056,2056,26,10,2056
3057,2057,34,1,2057
3058,2058,46,1,2058
3059,2059,43,4,2059
3060,2060,47,4,2060
3061,2061,32,6,2061
3062,2062,29,3,2062
3063,2063,9,8,2063
3064,2064,8,7,2064
3065,2065,17,3,2065
3066,2066,10,8,2066
3067,2067,52,3,2067
3068,2068,4,3,2068
3069,2069,28,5,2069
3070,2070,7,8,2070
3071,2071,4,8,2071
3072,2072,23,9,2072
3073,2073,7,2,2073
3074,2074,42,5,2074
3075,2075,23,6,2075
3076,2076,35,9,2076
3077,2077,1,3,2077
3078,2078,2,3,2078
3079,2079,2,8,2079
3080,2080,2,5,2080
3081,2081,9,7,2081
3082,2082,6,6,2082
3083,2083,6,2,2083
3084,2084,5,5,2084
3085,2085,6,8,2085
3086,2086,15,10,2086
3087,2087,10,7,2087
3088,2088,21,8,2088
3089,2089,20,8,2089
3090,2090,6,1,2090
3091,2091,0,9,2091
3092,2092,2,1,2092
3093,2093,1,1,2093
3094,2094,1,8,2094
3095,2095,1,10,2095
3096,2096,1,9,2096
3097,2097,1,6,2097
3098,2098,0,2,2098
3099,2099,0,5,2099
3100,2100,1,10,2100
3101,2101,1,10,2101
3102,2102,0,8,2102
3103,2103,2,9,2103
3104,2104,1,4,2104
3105,2105,2,6,2105
3106,2106,0,10,2106
3107,2107,2,4,2107
3108,2108,1,3,2108
3109,2109,2,9,2109
3110,2110,0,7,2110
3111,2111,0,8,2111
3112,2112,4,9,2112
3113,2113,2,2,2113
3114,2114,1,7,2114
3115,2115,0,3,2115
3116,2116,2,8,2116
3117,2117,2,3,2117
3118,2118,1,3,2118
3119,2119,0,5,2119
3120,2120,1,2,2120
3121,2121,2,4,2121
3122,2122,1,2,2122
3123,2123,3,8,2123
3124,2124,0,2,2124
3125,2125,6,5,2125
3126,2126,31,5,2126
3127,2127,78,2,2127
3128,2128,9,7,2128
3129,2129,72,5,2129
3130,2130,57,10,2130
3131,2131,52,1,2131
3132,2132,1,4,2132
3133,2133,1,4,2133
3134,2134,9,1,2134
3135,2135,1,6,2135
3136,2136,26,4,2136
3137,2137,5,9,2137
3138,2138,9,10,2138
3139,2139,8,8,2139
3140,2140,15,5,2140
3141,2141,42,2,2141
3142,2142,13,5,2142
3143,2143,29,3,2143
3144,2144,32,5,2144
3145,2145,55,2,2145
3146,2146,119,7,2146
3147,2147,178,4,2147
3148,2148,207,5,2148
3149,2149,103,8,2149
3150,2150,144,9,2150
3151,2151,71,1,2151
3152,2152,34,9,2152
3153,2153,86,3,2153
3154,2154,164,2,2154
3155,2155,155,10,2155
3156,2156,46,1,2156
3157,2157,97,5,2157
3158,2158,14,9,2158
3159,2159,52,9,2159
3160,2160,57,10,2160
3161,2161,56,1,2161
3162,2162,40,9,2162
3163,2163,13,4,2163
3164,2164,30,10,2164
3165,2165,22,4,2165
3166,2166,27,1,2166
3167,2167,10,9,2167
3168,2168,7,3,2168
3169,2169,45,3,2169
3170,2170,4,6,2170
3171,2171,23,1,2171
3172,2172,5,7,2172
3173,2173,2,4,2173
3174,2174,2,3,2174
3175,2175,2,5,2175
3176,2176,5,9,2176
3177,2177,1,5,2177
3178,2178,1,8,2178
3179,2179,1,9,2179
3180,2180,3,6,2180
3181,2181,80,8,2181
3182,2182,79,4,2182
3183,2183,111,10,2183
3184,2184,86,1,2184
3185,2185,80,8,2185
3186,2186,10,3,2186
3187,2187,38,6,2187
3188,2188,3,5,2188
3189,2189,3,3,2189
3190,2190,2,3,2190
3191,2191,2,8,2191
3192,2192,3,4,2192
3193,2193,2,1,2193
3194,2194,0,4,2194
3195,2195,1,7,2195
3196,2196,1,8,2196
3197,2197,2,5,2197
3198,2198,2,2,2198
3199,2199,3,1,2199
3200,2200,2,3,2200
3201,2201,1,7,2201
3202,2202,2,10,2202
3203,2203,1,2,2203
3204,2204,2,7,2204
3205,2205,5,6,2205
3206,2206,2,8,2206
3207,2207,1,5,2207
3208,2208,4,4,2208
3209,2209,4,7,2209
3210,2210,6,3,2210
3211,2211,11,4,2211
3212,2212,3,10,2212
3213,2213,6,8,2213
3214,2214,2,4,2214
3215,2215,4,2,2215
3216,2216,3,4,2216
3217,2217,3,9,2217
3218,2218,11,9,2218
3219,2219,4,10,2219
3220,2220,2,3,2220
3221,2221,0,9,2221
3222,2222,3,6,2222
3223,2223,3,1,2223
3224,2224,5,6,2224
3225,2225,3,1,2225
3226,2226,2,1,2226
3227,2227,3,10,2227
3228,2228,1,6,2228
3229,2229,4,2,2229
3230,2230,2,2,2230
3231,2231,4,1,2231
3232,2232,1,10,2232
3233,2233,2,5,2233
3234,2234,2,3,2234
3235,2235,2,9,2235
3236,2236,2,2,2236
3237,2237,4,3,2237
3238,2238,6,9,2238
3239,2239,2,3,2239
3240,2240,5,3,2240
3241,2241,2,3,2241
3242,2242,7,8,2242
3243,2243,3,10,2243
3244,2244,3,3,2244
3245,2245,5,8,2245
3246,2246,4,10,2246
3247,2247,4,4,2247
3248,2248,2,10,2248
3249,2249,2,2,2249
3250,2250,1,5,2250
3251,2251,1,1,2251
3252,2252,6,7,2252
3253,2253,2,9,2253
3254,2254,2,7,2254
3255,2255,1,5,2255
3256,2256,60,1,2256
3257,2257,71,8,2257
3258,2258,45,2,2258
3259,2259,50,5,2259
3260,2260,40,2,2260
3261,2261,36,10,2261
3262,2262,2,7,2262
3263,2263,2,8,2263
3264,2264,2,6,2264
3265,2265,1,6,2265
3266,2266,1,9,2266
3267,2267,2,2,2267
3268,2268,2,8,2268
3269,2269,3,5,2269
3270,2270,6,6,2270
3271,2271,2,8,2271
3272,2272,2,6,2272
3273,2273,3,10,2273
3274,2274,4,4,2274
3275,2275,3,4,2275
3276,2276,4,7,2276
3277,2277,0,6,2277
3278,2278,0,10,2278
3279,2279,3,5,2279
3280,2280,1,9,2280
3281,2281,2,2,2281
3282,2282,1,4,2282
3283,2283,155,4,2283
3284,2284,240,3,2284
3285,2285,145,10,2285
3286,2286,150,5,2286
3287,2287,95,7,2287
3288,2288,148,2,2288
3289,2289,180,1,2289
3290,2290,2,10,2290
3291,2291,2,6,2291
3292,2292,2,8,2292
3293,2293,2,1,2293
3294,2294,1,9,2294
3295,2295,3,2,2295
3296,2296,2,8,2296
3297,2297,0,5,2297
3298,2298,2,10,2298
3299,2299,0,10,2299
